target_id,generated_by,generated_code,is_pass,deepseek-coder-1.3b-instruct_rating,deepseek-coder-6.7b-instruct_rating,deepseek-coder-33b-instruct_rating,CodeLlama-7b-Instruct-hf_rating,CodeLlama-13b-Instruct-hf_rating,CodeLlama-34b-Instruct-hf_rating,gpt-3.5-turbo_rating,gpt-4-turbo_rating
636767191a6d9265ec017c0f,deepseek-coder-1.3b-instruct,"private void enlarge(final int size){
byte[] data = ...; // get the byte vector data
    byte[] enlargedData = new byte[data.length + size];
    System.arraycopy(data, 0, enlargedData, 0, data.length);
}",0,1,1,0,0,1,0,1,0
6367676c1a6d9265ec018223,deepseek-coder-1.3b-instruct,"public static boolean containsInstance(Collection collection,Object element){
return collection.contains(element);
}",1,1,1,1,0,1,1,1,1
636766861a6d9265ec01755a,deepseek-coder-1.3b-instruct,"public final MatchResult match(CharSequence uri){
if(uri == null){
        throw new IllegalArgumentException(""URI may not be null"");
    }
    if(pattern == null){
        throw new IllegalStateException(""Pattern not set"");
    }
    if(pattern.getClass() == Pattern.class){
        this.pattern = (Pattern)pattern;
    }
    Matcher matcher = pattern.matcher(uri);
    if(matcher.hits() > 0){
        return new MatchResult(matcher);
    }
    return null;
}",0,-,1,0,0,0,0,0,0
636767081a6d9265ec017989,deepseek-coder-1.3b-instruct,"public static boolean[] toPrimitive(final Boolean[] array){
return (array == null || array.length == 0) ? ArrayUtils.EMPTY_BOOLEAN_ARRAY : array;
}",0,-,1,0,0,1,0,0,0
636767de1a6d9265ec018706,deepseek-coder-1.3b-instruct,"public Mappings diffStructure(String tableName,Mappings mappings){
Mappings inputMappings = getInputMappings(tableName);
    Mappings outputMappings = new Mappings();
    for (FieldMapping fieldMapping : mappings.getFieldMappings()) {
        if (!inputMappings.getFieldMappings().contains(fieldMapping)) {
            outputMappings.getFieldMappings().add(fieldMapping);
        }
    }
    return outputMappings;
}",0,-,-,-,-,-,-,-,-
636766f31a6d9265ec01768f,deepseek-coder-1.3b-instruct,"public static char[] clone(final char[] array){
char[] clone = new char[array.length];
    for(int i = 0; i < array.length; i++){
        clone[i] = array[i];
    }
    return clone;
}",0,1,1,1,0,1,1,1,1
636766a81a6d9265ec01757b,deepseek-coder-1.3b-instruct,"@SuppressWarnings(""unchecked"") public String toString(JSONWriter.Feature... features){
JSONWriter writer = new JSONWriter(this, features);
    return writer.toString();
}",0,-,-,-,-,-,-,-,-
6367677f1a6d9265ec018347,deepseek-coder-1.3b-instruct,"public synchronized void send(final String message){
for(final Connection connection : connections){
        new Thread(new Runnable() {
            public void run(){
                connection.getOutputStream().write(message.getBytes());
                connection.getOutputStream().flush();
            }
        }).start();
    }
}",0,-,1,0,0,0,0,0,1
636767001a6d9265ec017873,deepseek-coder-1.3b-instruct,"public static String reverse(final String str){
return new StringBuilder(str).reverse().toString();
}",0,-,1,1,0,1,1,1,1
636767dc1a6d9265ec0186be,deepseek-coder-1.3b-instruct,"static long compressTimeBucket(long timeBucket,int dayStep){
long timeBucketStart = timeBucket - timeBucket % (1000 * 60 * 60 * 24 * dayStep);
    long timeBucketEnd = timeBucketStart + (1000 * 60 * 60 * 24 * dayStep) - 1;
    return timeBucketEnd;
}",0,-,1,0,0,1,0,0,0
636766a81a6d9265ec017586,deepseek-coder-1.3b-instruct,"private void pop(final int elements){
if(elements <= 0){
        System.out.println(""Invalid number of elements to pop"");
        return;
    }
    if(topOfStack <= 0){
        System.out.println(""Stack is empty"");
        return;
    }
    topOfStack -= elements;
    System.out.println(elements + "" elements popped from the stack"");
}",0,-,1,0,0,1,0,1,0
636766f21a6d9265ec01767d,deepseek-coder-1.3b-instruct,"public static String toString(Object object){
return object != null ? object.toString() : null;
}",1,1,1,1,0,1,1,1,1
636767a51a6d9265ec01859d,deepseek-coder-1.3b-instruct,"public boolean equals(final byte[] data,int offset,final int len){
if (data.length - offset < len) {
        throw new ArrayIndexOutOfBoundsException();
    }
    for (int i = 0; i < len; i++) {
        if (data[offset + i] != data[offset + i]) {
            return false;
        }
    }
    return true;
}",0,1,1,0,0,1,0,0,0
636767e01a6d9265ec018764,deepseek-coder-1.3b-instruct,"private JsonObject convertProperties(List<KeyStringValuePair> properties){
JsonObject jsonObject = new JsonObject();
    for (KeyStringValuePair property : properties) {
        jsonObject.put(property.getKey(), property.getValue());
    }
    return jsonObject;
}",0,1,1,1,1,1,1,1,1
636767611a6d9265ec018116,deepseek-coder-1.3b-instruct,"private Set<V> intersection(Set<V> set1,Set<V> set2){
Set<V> intersection = new HashSet<V>();
    for(V v : set1){
        if(set2.contains(v)){
            intersection.add(v);
        }
    }
    return intersection;
}",1,1,1,1,0,1,1,1,1
636766a81a6d9265ec01758e,deepseek-coder-1.3b-instruct,"public static int nextPrime(int desiredCapacity){
if (desiredCapacity <= 1)
        return 2;
    int next = desiredCapacity;
    boolean found = false;
    while (!found) {
        next++;
        if (isPrime(next))
            found = true;
    }
    return next;
}",0,0,1,0,0,1,0,1,1
6367676d1a6d9265ec018229,deepseek-coder-1.3b-instruct,"public static String[] trimArrayElements(String[] array){
String[] trimmedArray = new String[array.length];
    for(int i = 0; i < array.length; i++){
        trimmedArray[i] = array[i].trim();
    }
    return trimmedArray;
}",0,1,1,1,0,1,1,1,1
6367677e1a6d9265ec01832e,deepseek-coder-1.3b-instruct,"public Logger exists(String name){
return Logger.getLogger(name);
}",0,1,1,0,0,1,0,0,0
636767151a6d9265ec017b6b,deepseek-coder-1.3b-instruct,"private static boolean startsWith(final String str,final String prefix,final boolean ignoreCase){
if(str == null || prefix == null)
        return str == null && prefix == null;
    if(ignoreCase)
        return str.regionMatches(true, 0, prefix, 0, prefix.length());
    return str.startsWith(prefix);
}",1,1,1,1,0,1,1,1,1
636766fe1a6d9265ec01782a,deepseek-coder-1.3b-instruct,,0,-,1,0,0,1,0,0,0
636767821a6d9265ec0183a0,deepseek-coder-1.3b-instruct,"protected static void deleteFile(String fileName){
File file = new File(fileName);
    if(file.exists()){
        file.delete();
    }
}",1,1,1,1,0,1,1,1,1
636767df1a6d9265ec01873c,deepseek-coder-1.3b-instruct,"public String id(String entityId){
return entityId + idConnector;
}",0,1,1,0,1,0,0,0,0
636766851a6d9265ec01751b,deepseek-coder-1.3b-instruct,"private static char decodeHexNibble(final char c){
if(c >= '0' && c <= '9')
        return (char)(c - '0');
    else if(c >= 'A' && c <= 'F')
        return (char)(c - 'A' + 10);
    else if(c >= 'a' && c <= 'f')
        return (char)(c - 'a' + 10);
    else
        throw new IllegalArgumentException(""Invalid hexadecimal character: "" + c);
}",0,0,1,1,0,1,0,1,0
636767611a6d9265ec018112,deepseek-coder-1.3b-instruct,"@Override protected V provideNextVertex(){
V nextVertex = null;
    if(currentVertex != null){
        nextVertex = currentVertex.getAdjacentVertices().get(currentIndex);
        currentIndex++;
        if(currentIndex >= currentVertex.getAdjacentVertices().size()){
            currentIndex = 0;
        }
    }
    return nextVertex;
}",0,1,1,1,0,1,1,1,0
636766f81a6d9265ec017758,deepseek-coder-1.3b-instruct,"@Override public int hashCode(){
int result = 17;
    result = 31 * result + type.hashCode();
    return result;
}",0,1,1,1,0,0,1,1,0
636766821a6d9265ec0174bf,deepseek-coder-1.3b-instruct,"public static String capitalize(String name){
char[] chars = name.toCharArray();
    chars[0] = Character.toUpperCase(chars[0]);
    return new String(chars);
}",0,1,1,1,1,1,1,1,1
636767dd1a6d9265ec0186de,deepseek-coder-1.3b-instruct,"public boolean isExpired(long timestamp,long expiredThreshold){
if(timestamp - lastUpdateTimestamp > expiredThreshold){
        return true;
    }else{
        return false;
    }
}",1,1,1,0,0,0,0,0,0
6367675c1a6d9265ec018058,deepseek-coder-1.3b-instruct,"@SuppressWarnings(""unchecked"") public static Supplier<String> createStringSupplier(int start){
List<String> uniqueStrings = new ArrayList<>();
    return () -> uniqueStrings.isEmpty() ? String.valueOf(start++) : uniqueStrings.get((int)(Math.random() * uniqueStrings.size()));
}",0,-,1,0,0,1,0,0,0
636767841a6d9265ec0183e8,deepseek-coder-1.3b-instruct,"public void add(LoggingEvent event){
buffer.add(event);
}",0,1,1,1,0,1,0,1,1
636767691a6d9265ec0181ac,deepseek-coder-1.3b-instruct,"public static String applyRelativePath(String path,String relativePath){
int lastSeparator = path.lastIndexOf(FOLDER_SEPARATOR);
    if(lastSeparator == -1){
        return path + FOLDER_SEPARATOR + relativePath;
    }else{
        return path.substring(0, lastSeparator + 1) + relativePath;
    }
}",0,-,1,0,0,1,0,1,0
636767071a6d9265ec017962,deepseek-coder-1.3b-instruct,"public void putAllWriteable(BeanMap map){
for(Map.Entry<String, Object> entry : map.entrySet()){
        this.put(entry.getKey(), entry.getValue());
    }
}",1,-,-,-,-,-,-,-,-
636766821a6d9265ec0174c9,deepseek-coder-1.3b-instruct,"private static File[] classPath(){
return java.class.getClassLoader().getResources("""");
}",0,1,1,0,0,0,0,0,0
636766f81a6d9265ec01774b,deepseek-coder-1.3b-instruct,"public byte readByte() throws IOException {
if (position >= buffer.length) {
        throw new EOFException(""End of file reached"");
    }
    return buffer[position++];
}",0,-,-,-,-,-,-,-,-
6367672d1a6d9265ec017c73,deepseek-coder-1.3b-instruct,"public boolean shouldPrintMessage(int timestamp,String message){
if(!messages.containsKey(message) || (messages.containsKey(message) && (timestamp - messages.get(message)) > 10)){
        messages.put(message, timestamp);
        return true;
    }
    return false;
}",1,1,1,1,0,1,1,1,1
636767e11a6d9265ec018781,deepseek-coder-1.3b-instruct,"@Override public void accept(final METRICS data){
if(buffer.containsKey(data.getId())){
        buffer.get(data.getId()).add(data);
    }else{
        if(buffer.get(data.getId()) == null){
            buffer.put(data.getId(), new ArrayList<METRICS>());
        }
        buffer.get(data.getId()).add(data);
    }
}",0,1,1,0,0,0,0,0,0
6367670b1a6d9265ec0179fe,deepseek-coder-1.3b-instruct,"@Override public void write(byte b[]) throws IOException {
if (b == null) {
        throw new NullPointerException();
    }
    this.write(b, 0, b.length);
}",1,1,1,1,0,1,0,1,1
6367676c1a6d9265ec01820b,deepseek-coder-1.3b-instruct,"public static String deleteAny(String inString,String charsToDelete){
StringBuilder outString = new StringBuilder();
    for(int i=0; i<inString.length(); i++){
        char c = inString.charAt(i);
        if(!charsToDelete.contains(String.valueOf(c))){
            outString.append(c);
        }
    }
    return outString.toString();
}",1,1,1,0,0,0,0,1,1
636767021a6d9265ec0178b2,deepseek-coder-1.3b-instruct,"private void pop(final String descriptor){
if(descriptor.charAt(0) == 'A'){
        //do something
    }
    else if(descriptor.charAt(0) == 'B'){
        //do something else
    }
    //and so on...
}",0,1,1,0,0,0,1,1,1
636767dc1a6d9265ec0186cb,deepseek-coder-1.3b-instruct,"public void init(){
// Create the directory
    File directory = new File(directoryPath);
    if (!directory.exists()) {
        directory.mkdirs();
    }
}",0,1,1,1,1,1,0,0,1
636766821a6d9265ec0174d2,deepseek-coder-1.3b-instruct,"public static AtmosphereRequest wrap(HttpServletRequest request){
return new AtmosphereRequest(request);
}",0,-,-,-,-,-,-,-,-
636767831a6d9265ec0183c9,deepseek-coder-1.3b-instruct,"public static String peek(){
if(top == -1){
        System.out.println(""Stack is empty"");
        return null;
    }
    return stack[top];
}",0,1,1,1,0,1,0,1,1
636767781a6d9265ec018250,deepseek-coder-1.3b-instruct,"public int decide(LoggingEvent event){
String message = event.getMessage();
    if(message.contains(""error"")){
        return 1;
    }else{
        return 0;
    }
}",0,1,1,1,0,1,0,1,0
6367674b1a6d9265ec017dc0,deepseek-coder-1.3b-instruct,"private Set<V> initVisibleVertices(){
Set<V> visibleVertices = new HashSet<>();
    for(Edge<V,E> edge : edges){
        visibleVertices.add(edge.getOtherVertex(this));
    }
    return visibleVertices;
}",0,1,1,1,0,1,1,1,0
636767a81a6d9265ec0185fc,deepseek-coder-1.3b-instruct,"public int readTag() throws IOException {
int tag = 0;
    for (int i = 0; i < TAG_TYPE_BITS; i++) {
        tag = (tag << 1) | (readByte() & 1);
    }
    return tag;
}",0,-,1,0,0,1,0,1,0
636766831a6d9265ec0174eb,deepseek-coder-1.3b-instruct,"private void addReverse(final File[] files){
Stack<File> stack = new Stack<>();
    for(File file : files){
        stack.push(file);
    }
}",0,-,1,0,0,1,0,1,0
636766fe1a6d9265ec017821,deepseek-coder-1.3b-instruct,"protected void appendDetail(StringBuffer buffer,String fieldName,byte[] array){
if(array != null){
        buffer.append(fieldName);
        buffer.append("": "");
        buffer.append(array.length);
        buffer.append("", "");
    }
}",0,1,1,0,0,0,0,0,0
636766f81a6d9265ec017748,deepseek-coder-1.3b-instruct,"public static String base64Decode(final String s){
return new String(Base64.getDecoder().decode(s), StandardCharsets.UTF_8);
}",0,-,-,-,-,-,-,-,-
636767821a6d9265ec0183ab,deepseek-coder-1.3b-instruct,"public boolean hasThrown(){
return thrown;
}",0,1,1,0,0,0,0,0,0
6367676c1a6d9265ec018220,deepseek-coder-1.3b-instruct,"public static String stripFilenameExtension(String path){
int lastIndex = path.lastIndexOf(""."");
    if (lastIndex == -1) {
        return path;
    }
    return path.substring(0, lastIndex);
}",0,0,1,1,0,1,0,1,1
636766851a6d9265ec017515,deepseek-coder-1.3b-instruct,"@Override public Action inspect(AtmosphereResource r){
if(r.getTransport().equals(""HTTP/1.1"")){
        //do something
    }
    return null;
}",0,-,-,-,-,-,-,-,-
6367671a1a6d9265ec017c15,deepseek-coder-1.3b-instruct,,0,1,1,1,-,1,-,1,1
636767001a6d9265ec01787f,deepseek-coder-1.3b-instruct,"protected void appendDetail(StringBuffer buffer,String fieldName,int[] array){
if(array == null || array.length == 0){
        buffer.append(fieldName + "": "" + ""null"" + "" ("" + ""null"" + "")"");
    }else{
        buffer.append(fieldName + "": "" + Arrays.toString(array) + "" ("" + Arrays.stream(array).sum() + "")"");
    }
}",0,-,-,-,-,-,-,-,-
636766f71a6d9265ec017730,deepseek-coder-1.3b-instruct,"static String[] toNoNullStringArray(Collection<?> collection){
if(collection == null){
        return EMPTY_STRING_ARRAY;
    }
    String[] array = new String[collection.size()];
    int i = 0;
    for(Object o : collection){
        array[i++] = o.toString();
    }
    return array;
}",0,1,1,0,0,1,0,1,1
636767691a6d9265ec0181aa,deepseek-coder-1.3b-instruct,"public static int nullSafeHashCode(long[] array){
int hashCode = 1;
    for (long l : array) {
        hashCode = 31 * hashCode + (int) l;
    }
    return hashCode;
}",0,1,1,0,0,1,0,1,0
6367670a1a6d9265ec0179d9,deepseek-coder-1.3b-instruct,"public static int length(final String str){
if(str == null){
        return 0;
    }
    return str.length();
}",1,1,1,1,0,1,1,1,1
6367676c1a6d9265ec018204,deepseek-coder-1.3b-instruct,"public static String[] concatenateStringArrays(String[] array1,String[] array2){
String[] result = new String[array1.length + array2.length];
    System.arraycopy(array1, 0, result, 0, array1.length);
    System.arraycopy(array2, 0, result, array1.length, array2.length);
    return result;
}",0,1,1,1,1,1,1,1,1
636766a81a6d9265ec017595,deepseek-coder-1.3b-instruct,"final ByteVector put11(final int byteValue1,final int byteValue2){
ByteVector data = new ByteVector();
    data.add(byteValue1);
    data.add(byteValue2);
    return data;
}",0,1,1,1,0,1,0,1,1
6367670b1a6d9265ec017a00,deepseek-coder-1.3b-instruct,"public static boolean isSameLength(final byte[] array1,final byte[] array2){
return array1.length == array2.length;
}",0,0,1,1,0,1,1,1,1
636767641a6d9265ec01817d,deepseek-coder-1.3b-instruct,"@Override public void generateGraph(Graph<V,E> target,Map<String,V> resultMap){
// Create a new graph
    Graph<V,E> graph = new Graph<>();

    // Add vertices to the graph
    for(V vertex : this.verticesA){
        graph.addVertex(vertex);
    }
    for(V vertex : this.verticesB){
        graph.addVertex(vertex);
    }

    // Add edges to the graph
    for(E edge : this.edgesA){
        graph.addEdge(resultMap.get(edge.getFirstVertex()), resultMap.get(edge.getSecondVertex()));
    }
    for(E edge : this.edgesB){
        graph.addEdge(resultMap.get(edge.getFirstVertex()), resultMap.get(edge.getSecondVertex()));
    }

    // Add the graph to the target
    target.addGraph(graph);
}",0,-,-,-,-,-,-,-,-
636767521a6d9265ec017ecc,deepseek-coder-1.3b-instruct,"public static Pair<Box2D,Box2D> splitAlongXAxis(Box2D box){
float halfWidth = box.getWidth() / 2;
    Box2D box1 = new Box2D(new Vec2(box.getPosition().x - halfWidth, box.getPosition().y), new Vec2(halfWidth, box.getSize().y));
    Box2D box2 = new Box2D(new Vec2(box.getPosition().x + halfWidth, box.getPosition().y), new Vec2(halfWidth, box.getSize().y));
    return new Pair<>(box1, box2);
}",0,-,1,0,1,0,1,1,0
636767e01a6d9265ec018755,deepseek-coder-1.3b-instruct,"private Map<String,Object> buildContent(JsonObject jsonObject){
Map<String,Object> content = new HashMap<>();
    content.put(""title"", jsonObject.get(""title"").getAsString());
    content.put(""description"", jsonObject.get(""description"").getAsString());
    content.put(""image"", jsonObject.get(""image"").getAsString());
    content.put(""link"", jsonObject.get(""link"").getAsString());
    return content;
}",0,1,1,1,0,0,1,0,0
636767df1a6d9265ec018744,deepseek-coder-1.3b-instruct,"protected List<TimeRange> buildTimeRanges(long start,long end){
List<TimeRange> timeRanges = new ArrayList<>();
    long currentStart = start;
    while(currentStart<end){
        long currentEnd = currentStart + FETCH_DATA_DURATION;
        if(currentEnd>end){
            currentEnd = end;
        }
        timeRanges.add(new TimeRange(currentStart,currentEnd));
        currentStart = currentEnd;
    }
    return timeRanges;
}",0,-,1,1,1,1,1,1,1
636766fe1a6d9265ec017834,deepseek-coder-1.3b-instruct,"public static String sessionId(){
HttpServletRequest request = (HttpServletRequest) FacesContext.getCurrentInstance().getExternalContext().getRequest();
    return request.getSession().getId();
}",0,1,1,0,0,1,1,1,1
636766ae1a6d9265ec0175d8,deepseek-coder-1.3b-instruct,"private String buildContentRange(){
int count = getCount();
    int offset = getOffset();
    int limit = getLimit();
    if(limit == 0){
        limit = count - 1;
    }
    return ""bytes "" + offset + ""-"" + limit + ""/"" + count;
}",0,-,1,1,1,1,1,1,1
636766ff1a6d9265ec017842,deepseek-coder-1.3b-instruct,"public static double[] toPrimitive(final Double[] array){
if(array.length == 0){
        return EMPTY_DOUBLE_ARRAY;
    }
    double[] primitiveArray = new double[array.length];
    for(int i = 0; i < array.length; i++){
        primitiveArray[i] = array[i].doubleValue();
    }
    return primitiveArray;
}",0,1,1,1,0,1,0,1,1
636767791a6d9265ec01826d,deepseek-coder-1.3b-instruct,"public static String findAndSubst(String key,Properties props){
String value = props.getProperty(key);
    if(value == null){
        throw new IllegalArgumentException(""Key "" + key + "" not found in properties"");
    }
    return value;
}",0,1,1,0,0,1,0,0,0
636766f11a6d9265ec01764f,deepseek-coder-1.3b-instruct,"public Collection<Object> values(){
return map.values();
}",0,1,1,0,0,1,0,1,0
6367670c1a6d9265ec017a35,deepseek-coder-1.3b-instruct,"private static boolean endsWith(final String str,final String suffix,final boolean ignoreCase){
if(str == null || suffix == null){
        throw new NullPointerException();
    }
    if(suffix.length() > str.length()){
        throw new IllegalArgumentException(""Suffix is too long"");
    }
    if(!ignoreCase){
        return str.endsWith(suffix);
    }else{
        return str.toLowerCase().endsWith(suffix.toLowerCase());
    }
}",0,-,1,1,0,0,1,1,1
6367670b1a6d9265ec017a0f,deepseek-coder-1.3b-instruct,"public static boolean containsAnyIgnoreCase(String str,List<String> searchStrArray){
for (String searchStr : searchStrArray) {
        if (str.toLowerCase().contains(searchStr.toLowerCase())) {
            return true;
        }
    }
    return false;
}",0,1,1,1,0,1,1,1,1
636766ae1a6d9265ec0175dc,deepseek-coder-1.3b-instruct,"public Boolean isPartialContentResponse(){
return response.getStatusCode() == HttpStatus.PARTIAL_CONTENT.value();
}",0,1,1,1,0,1,1,1,1
636767aa1a6d9265ec01865a,deepseek-coder-1.3b-instruct,"public static int writeTo(final DataOutput out,LinkedBuffer node) throws IOException {
out.writeInt(node.size());
    for (int i = 0; i < node.size(); i++) {
        out.writeInt(node.get(i).hashCode());
    }
    return node.size();
}",0,-,-,-,-,-,-,-,-
636767781a6d9265ec018242,deepseek-coder-1.3b-instruct,"public int appendLoopOnAppenders(LoggingEvent event){
for (Appender appender : appenders) {
        appender.doAppend(event);
    }
    return appenders.size();
}",0,-,-,-,-,-,-,-,-
636767691a6d9265ec0181a6,deepseek-coder-1.3b-instruct,"public static String[] split(String toSplit,String delimiter){
int index = toSplit.indexOf(delimiter);
    if(index == -1){
        return new String[]{toSplit};
    }
    return new String[]{toSplit.substring(0,index),toSplit.substring(index+delimiter.length())};
}",0,-,1,1,0,0,0,1,1
636767dd1a6d9265ec0186e5,deepseek-coder-1.3b-instruct,"public void addNewTarget(Channels channels,IConsumer consumer){
consumeTargets.add(new ConsumeTarget(channels,consumer));
}",0,1,1,1,1,1,0,1,1
636767791a6d9265ec018263,deepseek-coder-1.3b-instruct,"private Class findClass(final String className) throws ClassNotFoundException {
return Class.forName(className);
}",1,-,-,-,-,-,-,-,-
636766ef1a6d9265ec01761a,deepseek-coder-1.3b-instruct,"int addType(final String value){
// Check if the type already exists in the table
    for (int i = 0; i < typeTable.size(); i++) {
        if (typeTable.get(i).equals(value)) {
            return i;
        }
    }

    // If not, add it to the table
    typeTable.add(value);
    return typeTable.size() - 1;
}",0,-,-,-,-,-,-,-,-
636766f11a6d9265ec017641,deepseek-coder-1.3b-instruct,"@Override public int available() throws IOException {
if (index < data.length) {
        return data[index].available();
    } else {
        return 0;
    }
}",0,-,1,0,0,1,0,1,0
636766fe1a6d9265ec017838,deepseek-coder-1.3b-instruct,"public static char[] toPrimitive(final Character[] array){
if(array == null){
        return null;
    }
    if(array.length == 0){
        return ArrayUtils.EMPTY_CHAR_ARRAY;
    }
    final char[] primitiveArray = new char[array.length];
    for(int i = 0; i < array.length; i++){
        primitiveArray[i] = array[i].charValue();
    }
    return primitiveArray;
}",1,-,1,1,0,1,1,1,1
636766ff1a6d9265ec01783b,deepseek-coder-1.3b-instruct,"public static String sub(String str,int start,int end){
try{
        return str.substring(start,end);
    }catch(StringIndexOutOfBoundsException e){
        System.out.println(""StringIndexOutOfBoundsException: ""+e);
        return null;
    }
}",0,1,1,0,0,1,0,0,1
636766f01a6d9265ec01762e,deepseek-coder-1.3b-instruct,"public static boolean isEmpty(final double[] array){
return (array == null || array.length == 0);
}",1,1,1,1,0,1,1,1,1
636767641a6d9265ec018190,deepseek-coder-1.3b-instruct,"private void reload(List<Set<Integer>> bucketsByLabel,List<Integer> labels,int minLabel){
int n = bucketsByLabel.size();
    for(int i=0;i<n;i++){
        if(i==minLabel){
            for(Integer vertex:bucketsByLabel.get(i)){
                labels.add(vertex);
            }
            bucketsByLabel.set(i,new HashSet<Integer>());
        }
    }
}",0,-,-,-,-,-,-,-,-
636766f01a6d9265ec01763e,deepseek-coder-1.3b-instruct,,0,-,1,1,-,-,0,-,1
636767791a6d9265ec018257,deepseek-coder-1.3b-instruct,"public void addMessage(final LogRecord lr){
SwingUtilities.invokeLater(new Runnable() {
        public void run() {
            LogTable.addRow(lr.getMessage());
        }
    });
}",0,-,-,-,-,-,-,-,-
6367670c1a6d9265ec017a2a,deepseek-coder-1.3b-instruct,"public static int[] toPrimitive(final Integer[] array){
if(array == null || array.length == 0){
        return ArrayUtils.EMPTY_INT_ARRAY;
    }
    int[] primitiveArray = new int[array.length];
    for(int i = 0; i < array.length; i++){
        primitiveArray[i] = array[i];
    }
    return primitiveArray;
}",0,1,1,0,0,1,0,1,0
636767a61a6d9265ec0185b7,deepseek-coder-1.3b-instruct,"private static int digitValue(final char c){
return Character.getNumericValue(c);
}",0,1,1,1,1,1,1,1,1
636767511a6d9265ec017eb6,deepseek-coder-1.3b-instruct,"private OuterFaceCirculator selectOnOuterFace(Predicate<Node> predicate,Node start,Node stop,int dir){
Node currentNode = start;
    while(currentNode != stop){
        if(predicate.test(currentNode)){
            return new OuterFaceCirculator(currentNode);
        }
        currentNode = currentNode.getOuterFace().getNextNode(dir);
    }
    return null;
}",0,0,1,0,0,1,0,1,1
636766f01a6d9265ec017639,deepseek-coder-1.3b-instruct,"public static <T>List<T> asList(T[] a){
return a == null ? new ArrayList<T>() : Arrays.asList(a);
}",0,1,1,1,1,1,1,1,1
636766aa1a6d9265ec0175ce,deepseek-coder-1.3b-instruct,"int visitFrameStart(final int offset,final int numLocal,final int numStack){
int currentFrame = offset + numLocal + numStack;
    return currentFrame;
}",0,1,1,0,0,1,0,1,0
636767511a6d9265ec017eb0,deepseek-coder-1.3b-instruct,"public int nonZeros(int row){
int count = 0;
    for(int i = 0; i < matrix[row].length; i++){
        if(matrix[row][i] != 0){
            count++;
        }
    }
    return count;
}",0,1,1,1,0,1,1,0,0
636766f11a6d9265ec017651,deepseek-coder-1.3b-instruct,"public static Character[] nullToEmpty(final Character[] array){
return array == null || array.length == 0 ? EMPTY_CHARACTER_OBJECT_ARRAY : array;
}",1,-,1,1,0,1,1,1,1
636767081a6d9265ec0179a2,deepseek-coder-1.3b-instruct,"private static boolean isAllZeros(String s){
for(char c : s.toCharArray()){
        if(c != '0'){
            return false;
        }
    }
    return true;
}",0,1,1,1,0,1,1,1,1
636766ff1a6d9265ec017853,deepseek-coder-1.3b-instruct,"protected Label readLabel(final int bytecodeOffset,final Label[] labels){
final Label label = labels[bytecodeOffset];
    if (label == null) {
        label = new Label();
        labels[bytecodeOffset] = label;
    }
    return label;
}",0,1,1,0,1,1,0,1,0
